title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,Genre,language_code_label,publication_year,title_label,authors_label,publisher_label,Genre_label
Cántico de sangre (Crónicas Vampíricas  #10),Anne Rice/Camila Batlles,3.72,8466620265,9788466620260,spa,416.0,143,9,2006-07-01,Ediciones B,Other,18,2006.0,1710,320,613,7
Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice/Robert O'Keefe/F. Murray Abraham/Michael York/Kate Nelligan/David Purdham,4.27,0679410503,9780679410508,eng,9.0,10350,120,1992-11-17,Random House Audio,Fantasy & paranormal,2,1992.0,9690,324,1626,2
Merrick (The Vampire Chronicles #7),Anne Rice,3.73,0345422406,9780345422408,eng,370.0,35529,478,2001-10-02,Ballantine Books,Fantasy & paranormal,2,2001.0,4461,319,186,2
La reina de los condenados (Crónicas Vampíricas  #3),Anne Rice,3.89,8466617116,9788466617116,spa,725.0,287,19,2007-01-01,Byblos,Fantasy & paranormal,18,2007.0,3879,319,334,2
The Vampire Companion,Katherine Ramsland/Anne Rice,3.94,0345397398,9780345397393,eng,608.0,4829,25,1995-08-01,Ballantine Books,Fantasy & paranormal,2,1995.0,9081,3486,186,2
The Feast of All Saints,Anne Rice,3.85,0345376048,9780345376046,eng,570.0,16178,337,1992-01-28,Ballantine Books,History & Biography,2,1992.0,7472,319,186,4
Exit to Eden,Anne Rampling/Anne Rice,3.58,0727853414,9780727853417,eng,336.0,12646,323,1998-04-24,Severn House Publishers,Romantic,2,1998.0,2399,318,1774,9
Anne Rice's The Vampire Lestat: A Graphic Novel,Faye Perozich/Anne Rice/John Bolton/Daerick Gröss,4.2,0345373944,9780345373946,eng,404.0,70039,138,1991-11-30,Ballantine Books,Fantasy & paranormal,2,1991.0,630,1817,186,2
Entrevista con el vampiro (Crónicas vampíricas  #1),Anne Rice/Marcelo Covián,3.99,8466616209,9788466616201,spa,463.0,1307,93,2005-06-01,Ediciones B,Fantasy & paranormal,18,2005.0,2298,323,613,2
The Vampire Lestat (The Vampire Chronicles  #2),Anne Rice,4.07,0345476883,9780345476883,eng,481.0,156354,2720,2004-08-31,Ballantine Books,Fantasy & paranormal,2,2004.0,9082,319,186,2
El Mesías: El niño judío,Anne Rice/Luis Murillo,3.58,8466630031,9788466630030,spa,352.0,61,8,2007-05-28,Ediciones B,Other,18,2007.0,2200,322,613,7
Anne Rice Value Collection: Mayfair Witches (Lives of the Mayfair Witches #1-3),Anne Rice/Joe Morton/Tim Curry/Lindsay Crouse,4.23,037541620X,9780375416200,eng,10.0,35,3,2000-11-07,Random House Audio Publishing Group,Other,2,2000.0,629,321,1627,7
Merrick (Crónicas Vampíricas  #7),Anne Rice,3.73,8466606602,9788466606608,spa,414.0,99,9,2002-11-01,Ediciones B,Fantasy & paranormal,18,2002.0,4460,319,613,2
Vittorio the Vampire (New Tales of the Vampires  #2),Anne Rice,3.52,0375401601,9780375401602,eng,292.0,685,36,1999-03-08,Knopf Publishing Group,Fantasy & paranormal,2,1999.0,9748,319,1075,2
The Feast Of All Saints,Anne Rice,3.85,0099269473,9780099269472,eng,640.0,86,5,1997-12-04,Arrow,History & Biography,2,1997.0,7471,319,116,4
The Unauthorized Anne Rice Companion,George Beahm,3.68,0836210360,9780836210361,eng,246.0,97,0,1996-05-01,Andrews and McMeel,History & Biography,2,1996.0,9055,2037,92,4
When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine  #1),Sharon Kay Penman,4.27,0345396685,9780345396686,eng,784.0,12022,648,1996-02-06,Ballantine Books,History & Biography,2,1996.0,9879,5563,186,4
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.83,0062515675,9780062515674,eng,208.0,71133,3741,1999-04-21,HarperOne,Non-fiction,2,1999.0,8200,5335,891,6
The Monk Who Sold His Ferrari: A Fable about Fulfilling Your Dreams and Reaching Your Destiny (Revised),Robin S. Sharma,3.83,0007179731,9780007179732,eng,241.0,781,93,2015-12-31,Harper Element,Non-fiction,2,2015.0,8201,5335,866,6
Phantom (Sword of Truth  #10),Terry Goodkind,3.99,0765305240,9780765305244,eng,587.0,38420,452,2006-07-18,Tor Books,Fantasy & paranormal,2,2006.0,5256,5970,1980,2
The Sword of Truth  Boxed Set I: Wizard's First Rule  Blood of the Fold  Stone of Tears (Sword of Truth  #1-3),Terry Goodkind,4.29,0812575601,9780812575606,eng,2480.0,4196,81,1998-11-15,Tor Books,Fantasy & paranormal,2,1998.0,8926,5970,1980,2
Wizard's First Rule (Sword of Truth  #1),Terry Goodkind,4.13,0765346524,9780765346520,eng,836.0,204648,4986,2003-04-14,Tor Books,Fantasy & paranormal,2,2003.0,10048,5970,1980,2
Naked Empire (Sword of Truth  #8),Terry Goodkind,3.81,0765344300,9780765344304,eng,736.0,44561,556,2004-06-01,Tor Books,Fantasy & paranormal,2,2004.0,4749,5970,1980,2
Legends 2 (Legends 1  Volume 2of3),Robert Silverberg/Terry Goodkind/George R.R. Martin/Anne McCaffrey,3.88,0812575237,9780812575231,eng,379.0,623,20,1999-11-01,Tor Books,Fantasy & paranormal,2,1999.0,3980,5308,1980,2
Naked Empire (Sword of Truth  #8),Terry Goodkind,3.81,0007145594,9780007145591,eng,685.0,171,6,2004-10-01,Voyager,Fantasy & paranormal,2,2004.0,4749,5970,2120,2
The Wood Boy / The Burning Man,Raymond E. Feist/Tad Williams/Mat Broome/Robin Gillespie/Sean J. Jordan/Brett Booth,3.63,0976401118,9780976401117,eng,144.0,363,13,2005-12-21,Dabel Brothers Publishing,Fantasy & paranormal,2,2005.0,9223,5043,494,2
The King's Buccaneer (Krondor's Sons  #2),Raymond E. Feist,4.02,0385236255,9780385236256,eng,465.0,131,6,1992-10-18,Doubleday,Fantasy & paranormal,2,1992.0,7877,5040,572,2
Magician: Apprentice Volume 1  (Raymond E. Feist's Magician: Apprentice #1),Raymond E. Feist/Michael Avon Oeming/Bryan J.L. Glass/Ryan Stegman,4.45,0785127224,9780785127222,eng,168.0,19895,114,2007-05-30,Marvel Comics Group,Fantasy & paranormal,2,2007.0,4255,5042,1217,2
Magician (The Riftwar Saga  #1-2),Raymond E. Feist,4.32,0385175809,9780385175807,eng,568.0,73,7,1982-01-01,Doubleday Books,Fantasy & paranormal,2,1982.0,4253,5040,574,2
Faerie Tale,Raymond E. Feist,3.88,0586071393,9780586071397,eng,490.0,7908,349,1989-11-15,Voyager,Fantasy & paranormal,2,1989.0,2432,5040,2120,2
Promise Me (Myron Bolitar  #8),Harlan Coben,3.99,0451219244,9780451219244,eng,504.0,21149,1138,2007-03-27,Dutton,Mystery & Thriller,2,2007.0,5445,2268,595,5
The Final Detail (Myron Bolitar  #6),Harlan Coben,4.02,0752849182,9780752849188,eng,344.0,157,16,2005-05-01,Orion,Mystery & Thriller,2,2005.0,7489,2268,1395,5
The Innocent,Harlan Coben,3.96,045121577X,9780451215772,eng,503.0,21382,1229,2006-04-25,Dutton,Mystery & Thriller,2,2006.0,7804,2268,595,5
No Second Chance,Harlan Coben,4.08,0451210557,9780451210555,eng,452.0,22104,1237,2004-04-27,Dutton Books,Mystery & Thriller,2,2004.0,4873,2268,597,5
Darkest Fear (Myron Bolitar  #7),Harlan Coben,4.05,0752849190,9780752849195,eng,354.0,13462,583,2008-11-08,Dell,Mystery & Thriller,2,2008.0,1758,2268,527,5
Gone for Good,Harlan Coben,4.1,0440236738,9780440236733,eng,432.0,35722,1844,2003-03-04,Dell Publishing Company,Mystery & Thriller,2,2003.0,2884,2268,530,5
Drop Shot (Myron Bolitar  #2),Harlan Coben/Martine Leconte,3.94,0440220459,9780440220459,eng,341.0,20461,981,1996-02-05,Dell Publishing Company,Mystery & Thriller,2,1996.0,2091,2269,530,5
Tell No One,Harlan Coben,4.11,0440236703,9780440236702,eng,370.0,95220,4017,2009-08-25,Dell Publishing Company,Mystery & Thriller,2,2009.0,6472,2268,530,5
The Aeneid: A New Prose Translation,Virgil/David   West,3.84,0140444572,9780140444575,eng,353.0,105,10,1991-08-06,Penguin Classics,Poetry,2,1991.0,6555,6209,1477,8
The Complete Odes and Epodes,Horace/David   West,4.0,019283942X,9780192839428,eng,200.0,40,3,2000-05-16,Oxford University Press,Poetry,2,2000.0,7100,2457,1415,8
Object Thinking,David      West,3.99,0735619654,9780735619654,eng,334.0,155,21,2019-07-23,Microsoft Press,Non-fiction,2,2019.0,4944,1194,1249,6
Left Foot Forward: A Year in the Life of a Journeyman Footballer,Garry Nelson,3.97,0747251827,9780747251828,eng,375.0,92,4,1996-05-01,Headline Book Publishing,History & Biography,2,1996.0,3972,1977,931,4
Apologia Pro Vita Sua (A Defense of One's Life),John Henry Newman,4.12,0486442136,9780486442136,eng,336.0,894,52,2005-06-17,Dover Publications,History & Biography,2,2005.0,662,3133,580,4
Margherita Dolce Vita,Stefano Benni/Antony Shugaar,3.71,1933372206,9781933372204,eng,208.0,1704,100,2006-11-01,Europa Editions,Fiction,2,2006.0,4326,5688,643,3
Living La Dolce Vita: Bring the Passion  Laughter  and Serenity of Italy Into Your Daily Life,Raeleen D'Agostino Mautner,3.76,1570719276,760789719271,eng,272.0,110,11,2003-04-01,Sourcebooks,Other,2,2003.0,4108,5008,1836,7
The Letters of Vita Sackville-West and Virginia Woolf,Louise DeSalvo/Mitchell Alexander Leaska/Vita Sackville-West/Virginia Woolf,4.27,1573441961,9781573441964,eng,480.0,1133,37,2004-09-30,Cleis Press,History & Biography,2,2004.0,7964,3849,412,4
Vita,Melania G. Mazzucco/Virginia Jewiss,3.77,0312425864,9780312425869,eng,433.0,592,48,2006-09-19,St. Martins Press-3PL,History & Biography,2,2006.0,9746,4250,1862,4
The Church in Emerging Culture: Five Perspectives,Leonard Sweet/Brian D. McLaren/Erwin Raphael McManus/Michael S. Horton/Frederica Matthewes-Green/Andy Crouch,3.36,0310254876,9780310254874,eng,272.0,190,6,2003-10-19,Zondervan,Non-fiction,2,2003.0,6999,3727,2229,6
A History of the World in 10½  Chapters,Julian Barnes,3.89,0679731377,9780679731375,eng,320.0,10008,638,1990-11-27,Vintage,Fiction,2,1990.0,161,3359,2094,3
Life Is a Caravanserai,Emine Sevgi Özdamar/Luise von Flotow,3.71,189825334X,9781898253341,eng,270.0,89,8,2000-08-30,Middlesex University Press,Fiction,2,2000.0,4042,1677,1250,3
True Evil,Greg Iles,4.09,0743292499,9780743292498,eng,512.0,13021,781,2006-12-12,Scribner Book Company,Mystery & Thriller,2,2006.0,9533,2190,1756,5
The Quiet Game (Penn Cage #1),Greg Iles,4.2,0340686030,9780340686034,eng,580.0,21288,1418,2000-07-01,Coronet Books (GB),Mystery & Thriller,2,2000.0,8551,2190,448,5
Trapped (Mississippi #2),Greg Iles,4.0,0451207505,9780451207500,eng,434.0,320,19,2002-08-27,Signet,Mystery & Thriller,2,2002.0,9485,2190,1788,5
The Footprints of God,Greg Iles,3.77,0743454146,9780743454148,eng,528.0,6179,516,2004-12-28,Pocket Star Books,Fiction,2,2004.0,7514,2190,1553,3
Dead Sleep,Greg Iles,4.05,0451206525,9780451206527,eng,452.0,8124,475,2002-07-02,Berkley Books,Mystery & Thriller,2,2002.0,1796,2190,241,5
Small Island,Andrea Levy,3.95,0312424671,9780312424671,eng,441.0,21165,1145,2005-04-01,Picador USA,History & Biography,2,2005.0,6087,231,1519,4
Never Far From Nowhere,Andrea Levy,3.7,0747252130,9780747252139,eng,282.0,648,42,1996-08-08,Tinder Press,Fiction,2,1996.0,4796,231,1967,3
Shield of Thunder (Troy  #2),David Gemmell/Željko Petrović,4.36,0593052226,9780593052228,eng,480.0,7356,171,2006-09-01,Bantam Press,Fantasy & paranormal,2,2006.0,5980,1246,200,2
Shield of Thunder (Troy  #2),David Gemmell,4.36,0345477014,9780345477019,ale,512.0,102,16,2007-03-27,Ballantine Books,Fantasy & paranormal,0,2007.0,5980,1245,186,2
Historia de una Gaviota y del Gato Que le Enseñó a Volar,Luis Sepúlveda/Chris Sheban,4.14,0439560268,9780439560269,spa,128.0,9,1,2003-09-01,Arthur A. Levine Books,Children,18,2003.0,3183,3871,122,0
Full Circle: A South American Journey,Luis Sepúlveda/Chris Andrews,3.77,0864424655,9780864424655,eng,192.0,56,9,1996-12-31,Lonely Planet,Fiction,2,1996.0,2728,3870,1160,3
Looking East,Steve McCurry,4.55,0714846376,9780714846378,eng,124.0,83,8,2006-09-01,Phaidon Press,Non-fiction,2,2006.0,4132,5803,1505,6
Masters of Small Worlds: Yeoman Households  Gender Relations  and the Political Culture of the Antebellum South Carolina Low Country,Stephanie McCurry,3.69,0195117956,9780195117950,eng,344.0,98,6,1997-11-01,Oxford University Press  USA,Other,2,1997.0,4381,5697,1416,7
Borges and The Eternal Orangutans,Luis Fernando Verissimo/Margaret Jull Costa,3.81,081121592X,9780811215923,eng,135.0,567,80,2005-05-17,New Directions,Fiction,2,2005.0,1106,3869,1316,3
A Universal History of Iniquity,Jorge Luis Borges/Andrew Hurley,3.97,0142437891,9780142437896,eng,128.0,3101,129,2004-07-27,Penguin Classics,Fiction,2,2004.0,332,3262,1477,3
Jorge Luis Borges,Nextext/McDougal Publishing Staff,3.5,0618048235,9780618048236,spa,223.0,2,0,2000-02-25,Houghton Mifflin,Other,18,2000.0,3687,4550,975,7
Odes to Common Things,Pablo Neruda/Ferris Cook/Ken Krabbenhoft,4.39,0821220802,9780821220801,eng,152.0,1885,105,1994-05-01,Bulfinch,Poetry,2,1994.0,4960,4712,330,8
Full Woman  Fleshly Apple  Hot Moon: Selected Poems,Pablo Neruda/Stephen Mitchell,4.45,0060928778,9780060928773,eng,288.0,1018,66,1998-02-11,Harper Perennial,Poetry,2,1998.0,2733,4714,868,8
Maps for Lost Lovers,Nadeem Aslam,3.78,1400076978,9781400076970,eng,400.0,2127,277,2006-05-09,Vintage,Fiction,2,2006.0,4314,4464,2094,3
Phantom Pain,Arnon Grunberg/Sam Garrett,3.34,1590511263,9781590511268,eng,288.0,406,11,2004-05-15,Other Press (NY),Fiction,2,2004.0,5257,419,1405,3
The Ethics and Politics of Asylum: Liberal Democracy and the Response to Refugees,Matthew J. Gibney,3.55,0521009375,9780521009379,eng,287.0,10,2,2004-07-08,Cambridge University Press,Other,2,2004.0,7423,4211,341,7
Arkham Asylum: Living Hell,Dan Slott/Ryan Sook/Wade Von Grawbadger/Jim Royal,3.81,1401201938,9781401201937,eng,144.0,1709,88,2004-03-01,DC Comics,Comics & Graphic,2,2004.0,683,1109,485,1
Blackout (Kat Bronsky #2),John J. Nance,3.96,0330481916,9780330481915,eng,672.0,572,36,2000-12-09,Pan Books,Mystery & Thriller,2,2000.0,1010,3141,1422,5
Design Like You Give a Damn: Architectural Responses to Humanitarian Crises,Architecture For Humanity/Cameron Sinclair,4.12,1933045256,9781933045252,eng,336.0,792,27,2006-01-15,US Green Building Council,Non-fiction,2,2006.0,1901,386,2013,6
The Winter's Tale,William Shakespeare/Susan Snyder/Deborah T. Curren-Aquino,3.7,0521293731,9780521293730,eng,279.0,18126,587,2007-03-01,Cambridge University Press,Fiction,2,2007.0,9194,6487,341,3
The Bar on the Seine,Georges Simenon/David Watson,3.69,0143038311,9780143038313,eng,160.0,380,54,2006-12-26,Penguin Books,Mystery & Thriller,2,2006.0,6687,2100,1460,5
Maigret in Holland,Georges Simenon,3.59,0156028522,9780156028523,eng,180.0,265,20,2003-06-16,Mariner Books,Mystery & Thriller,2,2003.0,4262,2098,1206,5
The Man Who Watched Trains Go By,Georges Simenon/Marc Romano/D. Thin/Luc Sante,3.85,1590171497,9781590171493,eng,203.0,1392,86,2005-11-07,New York Review of Books,Fiction,2,2005.0,8109,2103,1335,3
Maigret and the Killer,Georges Simenon/Lyn Moir,3.86,0156028417,9780156028417,eng,168.0,471,29,2003-06-16,Mariner Books,Mystery & Thriller,2,2003.0,4261,2102,1206,5
Lock 14,Georges Simenon/Robert Baldick,3.63,0143037277,9780143037279,eng,154.0,406,45,2006-07-25,Penguin Books,Mystery & Thriller,2,2006.0,4116,2106,1460,5
The Madman of Bergerac,Georges Simenon,3.77,0141187263,9780141187266,eng,160.0,7,1,2003-12-04,Penguin Books Ltd,Mystery & Thriller,2,2003.0,8073,2098,1470,5
Dirty Snow,Georges Simenon/Marc Romano/William T. Vollmann,3.93,1590170431,9781590170434,eng,244.0,1780,220,2003-08-31,NYRB Classics,Fiction,2,2003.0,1958,2104,1297,3
The Man Who Wasn't Maigret: A Portrait of Georges Simenon,Patrick Marnham,4.08,0156000598,9780156000598,eng,404.0,44,7,1994-04-15,Mariner Books,Other,2,1994.0,8108,4753,1206,7
Maigret à New York (Maigret  #27),Georges Simenon,3.55,2253142425,9782253142423,fre,189.0,315,15,2002-12-04,Presses de La Cite,Mystery & Thriller,4,2002.0,4263,2098,1581,5
The Engagement,Georges Simenon/Anna Moschovakis/John N. Gray,3.75,1590172280,9781590172285,eng,135.0,494,67,2007-03-06,New York Review of Books,Fiction,2,2007.0,7402,2099,1335,3
Mon Ami Maigret,Georges Simenon,3.62,2253142441,9782253142447,fre,219.0,37,6,2003-04-23,Livre de Poche,Mystery & Thriller,4,2003.0,4557,2098,1150,5
Maigret and the Headless Corpse,Georges Simenon/Eileen Ellenbogen,3.81,0156551446,9780156551441,eng,196.0,392,37,1985-06-26,Mariner Books,Mystery & Thriller,2,1985.0,4260,2101,1206,5
Maigret Loses His Temper (Maigret  #61),Georges Simenon,3.83,0156028476,9780156028479,eng,144.0,370,26,2003-06-16,Mariner Books,Mystery & Thriller,2,2003.0,4259,2098,1206,5
The Looking Glass Wars,Frank Beddor,3.93,0803731531,9780803731530,eng,364.0,37148,3142,2006-09-26,Dial Books,Fantasy & paranormal,2,2006.0,8031,1855,548,2
Rash,Pete Hautman,3.75,0689868014,9780689868016,eng,256.0,2994,459,2006-06-01,Simon  Schuster Books for Young Readers,Young-adult,2,2006.0,5533,4846,1802,10
Saints at the River,Ron Rash,3.81,0312424914,9780312424916,eng,239.0,2967,335,2005-07-01,Picador USA,Fiction,2,2005.0,5756,5375,1519,3
The World Made Straight,Ron Rash,3.87,0312426607,9780312426606,eng,289.0,2143,254,2007-03-20,Picador USA,Fiction,2,2007.0,9232,5375,1519,3
Eureka Mill,Ron Rash,4.2,189188526X,9781891885266,eng,64.0,155,15,2001-09-01,Hub City Press,Poetry,2,2001.0,2331,5375,988,8
Chemistry and Other Stories,Ron Rash,4.19,0312425082,9780312425081,eng,230.0,601,79,2000-09-05,St. Martins Press-3PL,Fiction,2,2000.0,1344,5375,1862,3
Monster,Walter Dean Myers,3.72,0064407314,9780064407311,eng,281.0,56171,5341,2019-03-05,Amistad,Young-adult,2,2019.0,4572,6286,83,10
The Gospel of the Flying Spaghetti Monster,Bobby Henderson,3.93,0812976568,9780812976564,eng,169.0,3248,341,2006-03-28,Villard,Fiction,2,2006.0,7625,652,2091,3
The Monster at the End of this Book,Jon Stone/Michael J. Smollin,4.44,037582913X,9780375829130,eng,32.0,114297,2565,2004-05-11,Golden Books,Children,2,2004.0,8204,3228,767,0
The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24,1423103343,9781423103349,eng,280.0,10551,1205,2007-04-01,Disney Hyperion Books,Fantasy & paranormal,2,2007.0,8708,5178,562,2
Monster: The Autobiography of an L.A. Gang Member,Sanyika Shakur,3.97,0802141447,9780802141446,eng,400.0,4239,350,2004-06-29,Grove Press,History & Biography,2,2004.0,4574,5488,799,4
Monster Island (Monster Island  #1),David Wellington,3.6,1560258500,9781560258506,eng,282.0,9808,497,2006-03-24,Running Press Adult,Fantasy & paranormal,2,2006.0,4573,1308,1711,2
The Frog King,Frank McConnell,3.6,0802757480,9780802757487,eng,226.0,10,1,1990-07-01,Walker & Company,Other,2,1990.0,7541,1864,2137,7
I Should Be Extremely Happy in Your Company: A Novel of Lewis and Clark,Brian Hall,3.35,0142003719,9780142003718,eng,432.0,339,76,2003-12-30,Penguin,History & Biography,2,2003.0,3361,684,1454,4
D.B.,Elwood Reid,3.23,0385497393,9780385497398,eng,356.0,53,8,2005-07-12,Anchor Books,Other,2,2005.0,1713,1665,88,7
Lincoln,Gore Vidal,4.21,8448306996,9788448306991,spa,354.0,5,0,2006-07-30,Acento Editorial,History & Biography,18,2006.0,4069,2145,32,4
Lincoln (Narratives of a Golden Age),Gore Vidal,4.21,0349105308,9780349105307,eng,736.0,29,4,1994-04-21,Abacus Books,History & Biography,2,1994.0,4070,2145,15,4
The Silver Pigs (Marcus Didius Falco  #1),Lindsey Davis,3.94,0345369076,9780345369079,eng,241.0,144,26,1991-02-13,Fawcett Books,History & Biography,2,1991.0,8795,3775,681,4
The Silver Pigs (Marcus Didius Falco  #1),Lindsey Davis,3.94,031235777X,9780312357771,eng,329.0,8882,561,2006-10-03,Minotaur Books,History & Biography,2,2006.0,8795,3775,1258,4
The Silver Pigs,Lindsey Davis/Mary Cutler/Anton Lesser/Fritha Goodey,3.94,056352569X,9780563525691,eng,2.0,5,0,2005-02-07,BBC Audiobooks,Other,2,2005.0,8794,3776,170,7
Judas Pig,Horace  Silver,4.27,1904316344,9781904316343,eng,345.0,63,9,2004-07-01,Do-Not Press,Mystery & Thriller,2,2004.0,3705,2454,566,5
The Civil War  Vol. 1: Fort Sumter to Perryville,Shelby Foote,4.42,0394746236,9780394746234,eng,856.0,9760,346,1986-11-12,Vintage,History & Biography,2,1986.0,7005,5576,2094,4
The Beleaguered City: The Vicksburg Campaign,Shelby Foote,4.22,0679601708,9780679601708,eng,368.0,271,25,2000-01-30,Modern Library,History & Biography,2,2000.0,6720,5576,1267,4
Stars in Their Courses: The Gettysburg Campaign  June-July 1863,Shelby Foote,4.44,0679601120,9780679601128,eng,304.0,1464,88,1994-06-28,Modern Library (NY),History & Biography,2,1994.0,6243,5576,1268,4
La telaraña de Carlota,E.B. White/Guillermo Solana/Garth Williams,4.17,006075740X,9780060757403,spa,224.0,225,38,2005-10-04,HarperCollins Espanol,Children,18,2005.0,3880,1489,879,0
Toujours Provence,Peter Mayle,4.02,0679736042,9780679736042,eng,241.0,25092,432,1992-06-02,Vintage,Non-fiction,2,1992.0,9460,4879,2094,6
The American Heritage New History of the Civil War,Bruce Catton/James M. McPherson,4.11,1586631985,9781586631987,eng,630.0,104,2,2001-10-01,MetroBooks (NY),Other,2,2001.0,6587,710,1242,7
The Confident Child,Terri Apter,3.63,0393040585,9780393040586,eng,270.0,13,5,1997-01-01,W. W. Norton & Company,Children,2,1997.0,7135,5954,2125,0
Your Child's Self-Esteem: Step-by-Step Guidelines for Raising Responsible  Productive  Happy Children,Dorothy Corkille Briggs,4.27,0385040202,9780385040204,eng,368.0,184,29,1988-06-15,Harmony,Non-fiction,2,1988.0,10171,1438,858,6
Smart Discipline: Fast  Lasting Solutions for Your Child's Self-Esteem and Your Peace of Mind,Larry J. Koenig,3.99,0060936665,9780060936662,eng,208.0,13,2,2004-03-02,William Morrow Paperbacks,Other,2,2004.0,6089,3624,2191,7
Reading in the Dark,Seamus Deane,3.73,0375700234,9780375700231,eng,256.0,3237,227,1998-02-24,Vintage,History & Biography,2,1998.0,5547,5542,2094,4
Alphabet Weekends,Elizabeth Noble,3.59,0061122181,9780061122187,eng,448.0,5796,386,2007-01-23,William Morrow Paperbacks,Romantic,2,2007.0,510,1644,2191,9
The Rose and the Beast: Fairy Tales Retold,Francesca Lia Block,3.77,0064407454,9780064407458,eng,240.0,6872,395,2001-08-07,Joanna Cotler Books/HarperCollinsPublishers,Fantasy & paranormal,2,2001.0,8663,1844,1040,2
I Was a Teenage Fairy,Francesca Lia Block,3.82,0064408620,9780064408622,eng,192.0,6599,236,2000-05-03,HarperTeen,Fantasy & paranormal,2,2000.0,3363,1844,898,2
Firebirds Rising: An Anthology of Original Science Fiction and Fantasy,Sharyn November/Francesca Lia Block/Diana Wynne Jones/Ellen Klages/Sharon Shinn/Patricia A. McKillip/Emma Bull/Kelly Link/Tamora Pierce/Nina Kiriki Hoffman/Alison Goodman/Charles de Lint/Kara Dalkey/Alan Dean Foster/Carol Emshwiller/Tanith Lee/Pamela Dean,3.92,0142405493,9780142405499,eng,530.0,2819,127,2006-04-06,Firebird,Fantasy & paranormal,2,2006.0,2551,5567,695,2
Witch Baby (Weetzie Bat  #2),Francesca Lia Block,4.18,0064470652,9780064470650,eng,128.0,3576,110,1992-01-01,HarperTeen,Young-adult,2,1992.0,10030,1844,898,10
Goat Girls (Weetzie Bat  #2-3),Francesca Lia Block,4.42,0060594349,9780060594343,eng,240.0,469,5,2004-07-06,HarperTeen,Young-adult,2,2004.0,2850,1844,898,10
Beautiful Boys (Weetzie Bat  #4-5),Francesca Lia Block,4.43,0060594357,9780060594350,eng,304.0,413,5,2004-07-06,HarperTeen,Young-adult,2,2004.0,851,1844,898,10
Weetzie Bat (Weetzie Bat  #1),Francesca Lia Block,3.74,0060736259,9780060736255,eng,128.0,13013,1025,2004-07-06,HarperTeen,Young-adult,2,2004.0,9824,1844,898,10
Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.78,031026345X,9780310263456,eng,194.0,20131,848,2005-07-31,Zondervan Publishing Company,Non-fiction,2,2005.0,9707,5194,2230,6
Man Walks Into a Room,Nicole Krauss,3.33,0385721919,9780385721912,eng,248.0,5422,554,2003-11-11,Anchor Books,Fiction,2,2003.0,4285,4581,88,3
Testaments Betrayed: An Essay in Nine Parts,Milan Kundera/Linda Asher/فروغ پوریاوری,4.04,0060927518,9780060927516,eng,288.0,1294,59,1996-08-02,Harper Perennial,Fiction,2,1996.0,6493,4412,868,3
Too Busy Not to Pray: Slowing Down to Be With God,Bill Hybels/Lavonne Neff,4.16,0830819711,9780830819713,eng,191.0,9632,212,1998-04-01,InterVarsity Press,Non-fiction,2,1998.0,9442,610,1018,6
Becoming a Contagious Christian,Bill Hybels/Mark Mittelberg,3.92,0310210089,9780310210085,eng,224.0,1315,50,1996-04-20,Zondervan,Non-fiction,2,1996.0,867,611,2229,6
Becoming a Contagious Christian Leader's Guide: Communicating Your Faith in a Style That Fits You,Mark Mittelberg/Lee Strobel,3.75,0310257867,9780310257868,eng,299.0,8,1,2007-02-12,Zondervan,Other,2,2007.0,868,4063,2229,7
A Is for Abductive : The Language of the Emerging Church,Leonard Sweet/Brian D. McLaren,3.14,0310243564,9780310243564,eng,338.0,49,3,2002-12-24,Zondervan,Other,2,2002.0,169,3726,2229,7
The Church on the Other Side: Doing Ministry in the Postmodern Matrix,Brian D. McLaren,3.58,0310252199,9780310252191,eng,224.0,205,10,2003-01-09,Zondervan,Other,2,2003.0,7000,680,2229,7
Great Russian Short Stories,Paul Negri/Alexander Pushkin/Maxim Gorky/Aleksandr Ivanovich Kuprin/Leonid Andreyev/Nikolai Gogol/Ivan Turgenev/Fyodor Dostoyevsky/Leo Tolstoy/Nicholay Leskov/Vsevolod Garshin/Anton Chekhov/Theodor Sologub,4.02,048642992X,9780486429922,eng,208.0,162,20,2003-07-29,Dover Publications,Fiction,2,2003.0,2929,4803,580,3
The Portable Dorothy Parker,Dorothy Parker/Marion Meade/Seth,4.34,0143039539,9780143039532,eng,626.0,1447,199,2006-03-28,Penguin Books,Poetry,2,2006.0,8468,1442,1460,8
Not Much Fun: The Lost Poems of Dorothy Parker,Dorothy Parker/Stuart Y. Silverstein,4.18,0743211480,9780743211482,eng,256.0,444,27,2001-07-10,Scribner,Poetry,2,2001.0,4897,1443,1755,8
The Collected Dorothy Parker,Dorothy Parker/Brendan Gill,4.29,014118258X,9780141182582,eng,604.0,1106,50,2001-05-31,Penguin Classics,Poetry,2,2001.0,7029,1441,1477,8
